"book_id","isbn","authors","original_publication_year","original_title","title","language_code","image_url"
6339,"nan","Laura Kaye",2011,"Hearts In Darkness","Hearts in Darkness (Hearts in Darkness, #1)","eng","https://images.gr-assets.com/books/1306632316m/11201007.jpg"
6340,"743468422","Lois McMaster Bujold",1986,"Shards of Honor","Shards of Honour  (Vorkosigan Saga, #1)","eng","https://images.gr-assets.com/books/1392767899m/61903.jpg"
6341,"752866052","René Goscinny, Albert Uderzo, Anthea Bell, Derek Hockridge",1960,"Astérix le Gaulois","Asterix the Gaul (Asterix, #1)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6342,"1589190637","Jan Karon",1995,"A Light in the Window (The Mitford Years, #2)","A Light in the Window (Mitford Years, #2)","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6343,"1455574880","Jessica Sorensen",2013,"The Forever of Ella and Micha","The Forever of Ella and Micha (The Secret, #2)","eng","https://images.gr-assets.com/books/1363575595m/16055475.jpg"
6344,"553804332","Lisa Gardner",2008,"Say Goodbye","Say Goodbye (Quincy & Rainie, #6)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6345,"307105474","Gertrude Crampton",1946,"Scuffy the Tugboat and His Adventures Down the River","Scuffy the Tugboat (Big Little Golden Book)","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6346,"006074457X","Erin Hunter",2005,"Dawn","Dawn (Warriors: The New Prophecy, #3)","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6347,"307118398","Mercer Mayer",1977,"Just Me and My Dad (Look-Look)","Just Me and My Dad (Little Critter)","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6348,"034546639X","Robert Fulghum",1986,"All I Really Need To Know I Learned in Kindergarten","All I Really Need to Know I Learned in Kindergarten","eng","https://images.gr-assets.com/books/1403541609m/34760.jpg"
6349,"312981260","Matthew Reilly",1999,"Temple","Temple","eng","https://images.gr-assets.com/books/1312054860m/144792.jpg"
6350,"786837888","Dave Barry, Ridley Pearson, Greg Call",2007,"Peter and the Secret of Rundoon","Peter and the Secret of Rundoon (Peter and the Starcatchers, #3)","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6351,"767915747","Sarah Macdonald",2002,"Holy Cow: An Indian Adventure","Holy Cow: An Indian Adventure","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6352,"345515633","Tess Gerritsen",2012,"Last to Die","Last to Die (Rizzoli & Isles, #10)","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6353,"034549749X","China Miéville",2010,"Kraken: An Anatomy","Kraken","nan","https://images.gr-assets.com/books/1320551670m/6931246.jpg"
6354,"184391400X","Jean-Paul Sartre",1939,"Le Mur","The Wall","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6355,"1476702993","Lisa Jewell",2013,"The House We Grew Up In","The House We Grew Up In","eng","https://images.gr-assets.com/books/1407719574m/18764826.jpg"
6356,"7466064","George R.R. Martin",2011,"A Dance With Dragons: Part 1 Dreams and Dust","A Dance with Dragons: Dreams and Dust (A Song of Ice and Fire #5, Part 1 of 2)","en-GB","https://images.gr-assets.com/books/1331401651m/13337715.jpg"
6357,"141658661X","Brad Thor",2011,"Full Black","Full Black (Scot Harvath, #10)","en-US","https://images.gr-assets.com/books/1393773645m/10517947.jpg"
6358,"nan","Helen Bryan",2012,"nan","The Sisterhood","en","https://images.gr-assets.com/books/1371249679m/17989312.jpg"
6359,"340796146","Enid Blyton",1942,"Five on a Treasure Island ","Five on a Treasure Island (Famous Five, #1)","eng","https://images.gr-assets.com/books/1408926754m/17488.jpg"
6360,"312997191","Elin Hilderbrand",2003,"Summer People","Summer People","eng","https://images.gr-assets.com/books/1317063942m/675905.jpg"
6361,"836213122","Bill Watterson",1996,"There's Treasure Everywhere: A Calvin and Hobbes Collection","There's Treasure Everywhere: A Calvin and Hobbes Collection","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6362,"1569319960","Yoko Kamio, 神尾葉子",1992,"花より男子 1","Boys Over Flowers: Hana Yori Dango, Vol. 1 (Boys Over Flowers, #1)","eng","https://images.gr-assets.com/books/1357464446m/282425.jpg"
6363,"1416596585","Steven Levy",2011,"In the Plex: How Google Thinks, Works, and Shapes Our Lives","In the Plex: How Google Thinks, Works, and Shapes Our Lives","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6364,"571225403","Kazuo Ishiguro",2000,"When We Were Orphans","When We Were Orphans","eng","https://images.gr-assets.com/books/1465820100m/28923.jpg"
6365,"nan","Linda Kage",2013,"nan","Price of a Kiss (Forbidden Men, #1)","eng","https://images.gr-assets.com/books/1375792540m/17833099.jpg"
6366,"393068579","David Small",2009,"Stitches: A Memoir","Stitches","eng","https://images.gr-assets.com/books/1327728261m/6407014.jpg"
6367,"1594488134","Ellis Avery",2012,"The Last Nude","The Last Nude","en-US","https://images.gr-assets.com/books/1305496356m/10836810.jpg"
6368,"590554107","Tamora Pierce",1998,"Daja's Book","Daja's Book (Circle of Magic, #3)","eng","https://images.gr-assets.com/books/1328860149m/58894.jpg"
6369,"345419359","Anne McCaffrey",1991,"All the Weyrs of Pern","All the Weyrs of Pern (Pern, #11)","eng","https://images.gr-assets.com/books/1322034004m/61926.jpg"
6370,"nan","Jamie McGuire",2015,"Beautiful Sacrifice","Beautiful Sacrifice (The Maddox Brothers, #3)","eng","https://images.gr-assets.com/books/1429578280m/23714532.jpg"
6371,"345481305","Naomi Novik",2006,"Black Powder War","Black Powder War (Temeraire, #3)","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6372,"1416503811","Julie Garwood",2000,"Heartbreaker","Heartbreaker (Buchanan-Renard, #1)","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6373,"590480871","David Shannon",1999,"nan","David Goes To School","eng","https://images.gr-assets.com/books/1360057930m/839263.jpg"
6374,"590554115","Tamora Pierce",1999,"Briar's Book","Briar's Book (Circle of Magic, #4)","eng","https://images.gr-assets.com/books/1481568171m/58893.jpg"
6375,"380710811","Colleen McCullough",1990,"The First Man in Rome","The First Man in Rome (Masters of Rome, #1)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6376,"067102731X","John Connolly",1999,"Every Dead Thing","Every Dead Thing (Charlie Parker, #1)","eng","https://images.gr-assets.com/books/1393929687m/175242.jpg"
6377,"014101587X","Daniel Silva",2003,"The Confessor","The Confessor (Gabriel Allon, #3)","eng","https://images.gr-assets.com/books/1341575498m/93801.jpg"
6378,"345479122","Tomoko Hayakawa, David Ury",2000,"ヤマトナデシコ七変化","The Wallflower, Vol. 1 (The Wallflower, #1)","eng","https://images.gr-assets.com/books/1320462572m/217376.jpg"
6379,"312547730","Robert Kirkman, Jay Bonansinga",2011,"The Walking Dead: Rise of the Governor","Rise of the Governor (The Walking Dead #1)","eng","https://images.gr-assets.com/books/1366212058m/10869746.jpg"
6380,"786929804","R.A. Salvatore",2002,"The Thousand Orcs (Hunter's Blades #1)","The Thousand Orcs (Forgotten Realms: Hunter's Blades, #1; Legend of Drizzt, #14)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6381,"812996089","Anna Quindlen",2016,"Miller's Valley","Miller's Valley","en-GB","https://images.gr-assets.com/books/1447962407m/26131641.jpg"
6382,"080213422X","Jerzy Kosiński",1965,"nan","The Painted Bird","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6383,"752876872","Maeve Binchy",1994,"The Glass Lake","The Glass Lake","eng","https://images.gr-assets.com/books/1342485933m/34310.jpg"
6384,"465028020","Jonathan Haidt",2005,"The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom","The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6385,"1594567395","Edgar Allan Poe",1842,"The Masque of the Red Death","The Masque of the Red Death","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6386,"345496574","Peter F. Hamilton",2009,"The Evolutionary Void","The Evolutionary Void","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6387,"1416989404","L.J. Smith",1997,"The Forbidden Game","The Forbidden Game (The Forbidden Game, #1-3)","en-US","https://images.gr-assets.com/books/1405784030m/7100490.jpg"
6388,"1416953558","Elizabeth Scott",2008,"Perfect You","Perfect You","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6389,"452269652","Toni Morrison",1992,"Jazz","Jazz","eng","https://images.gr-assets.com/books/1317531331m/37398.jpg"
6390,"1405204273","Benjamin Hoff",1992,"nan","The Te of Piglet","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6391,"316735167","Cecily von Ziegesar",2004,"You're the one that I want","You're the One That I Want (Gossip Girl, #6)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6392,"810114844","Ilya Ilf, Eugene Petrov, Maurice Friedberg, John H.C. Richardson",1927,"Двенадцать стульев","The Twelve Chairs","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6393,"1558744630","Jack Canfield, Mark Victor Hansen, Kimberly Kirberger",1997,"Chicken Soup for the Teenage Soul (Chicken Soup for the Soul)","Chicken Soup for the Teenage Soul: 101 Stories of Life, Love and Learning (Chicken Soup for the Soul)","eng","https://images.gr-assets.com/books/1331052651m/427920.jpg"
6394,"316231053","Megan Abbott",2014,"The Fever","The Fever","nan","https://images.gr-assets.com/books/1381359885m/18656036.jpg"
6395,"399218858","Eric Carle",1990,"The Very Quiet Cricket","The Very Quiet Cricket","en-US","https://images.gr-assets.com/books/1309287060m/125423.jpg"
6396,"763631620","Alison Croggon",2002,"The Gift","The Naming (The Books of Pellinor, #1)","en-US","https://images.gr-assets.com/books/1378497748m/393146.jpg"
6397,"441010652","Simon R. Green",2003,"Something from the Nightside","Something from the Nightside (Nightside, #1)","eng","https://images.gr-assets.com/books/1354812342m/155421.jpg"
6398,"740718584","Thomas J. Stanley",2006,"nan","The Millionaire Mind","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6399,"6178715","Sidney Sheldon",1992,"The Stars Shine Down","The Stars Shine Down","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6400,"811826848","The Beatles, Paul McCartney, Ringo Starr, John Lennon, George Harrison",2000,"The Beatles Anthology","The Beatles Anthology","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6423,"374384738","Marie Rutkoski",2016,"The Winner's Kiss","The Winner's Kiss (The Winner's Trilogy, #3)","eng","https://images.gr-assets.com/books/1455809407m/20443235.jpg"
6401,"61707803","Christopher  Ryan, Cacilda Jethá",2010,"Sex at Dawn: The Prehistoric Origins of Modern Sexuality","Sex at Dawn: The Prehistoric Origins of Modern Sexuality","en-US","https://images.gr-assets.com/books/1291105594m/7640261.jpg"
6402,"316911488","Cecily von Ziegesar",2002,"You Know You Love Me","You Know You Love Me (Gossip Girl, #2)","en-US","https://images.gr-assets.com/books/1388599269m/37451.jpg"
6403,"1442402849","Annette Pollert, L.J. Smith",2009,"Night World: The Ultimate Fan Guide.","Night World: The Ultimate Fan Guide","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6404,"688040748","Vera B. Williams",1982,"A Chair for My Mother ","A Chair for My Mother","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6405,"349103232","Iain Banks",1992,"The Crow Road","The Crow Road","eng","https://images.gr-assets.com/books/1330063373m/12021.jpg"
6406,"385338104","Jonathan Tropper",2003,"The Book of Joe","The Book of Joe","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6407,"880386525","Margaret Weis, Tracy Hickman",1985,"Dragonlance Chronicles: Dragons of Autumn Twilight/Dragons of Winter Night/Dragons of Spring Dawning (Collectors Edition)","Dragonlance Chronicles (Dragonlance #1-3)","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6408,"1421505754","Kiyoko Arai",2004,"ビューティーポップ 1 [Byūtī poppu 1]","Beauty Pop, Vol. 1 (Beauty Pop, #1)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6409,"61119725","Eric Carle",1997,"From Head to Toe","From Head to Toe","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6410,"1590521676","Joshua Harris",2000,"Boy Meets Girl: Say Hello to Courtship","Boy Meets Girl: Say Hello to Courtship","en-GB","https://images.gr-assets.com/books/1170356477m/48758.jpg"
6411,"1401205003","Bill Willingham, Mark Buckingham, David Hahn, Steve Leialoha",2006,"Fables, Volume 6: Homelands","Fables, Vol. 6: Homelands","eng","https://images.gr-assets.com/books/1327962707m/21328.jpg"
6412,"nan","Whitney G.",2014,"Reasonable Doubt","Reasonable Doubt: Volume 1 (Reasonable Doubt, #1)","eng","https://images.gr-assets.com/books/1395319856m/20761374.jpg"
6413,"374299102","Marilynne Robinson",2008,"Home","Home (Gilead, #2)","eng","https://images.gr-assets.com/books/1426188598m/2924318.jpg"
6414,"718031822","Jen Hatmaker",2015,"For the Love: Fighting for Grace in a World of Impossible Standards","For the Love: Fighting for Grace in a World of Impossible Standards","nan","https://images.gr-assets.com/books/1426296433m/23647129.jpg"
6415,"nan","J. Sterling",2013,"nan","The Game Changer (The Perfect Game, #2)","en","https://images.gr-assets.com/books/1358236349m/16299256.jpg"
6416,"1476751803","Christina Lauren",2014,"Sweet Filthy Boy ","Sweet Filthy Boy (Wild Seasons, #1)","eng","https://images.gr-assets.com/books/1395723782m/18775297.jpg"
6417,"521293731","William Shakespeare",1600,"The Winter's Tale","The Winter's Tale","eng","https://images.gr-assets.com/books/1327893509m/44133.jpg"
6418,"1405088834","Peter F. Hamilton",2008,"The Temporal Void","The Temporal Void","eng","https://images.gr-assets.com/books/1357349093m/3437328.jpg"
6419,"1607069466","Matt Fraction, Chip Zdarsky",2014,"Sex Criminals, Volume One: One Weird Trick","Sex Criminals, Vol. 1: One Weird Trick","eng","https://images.gr-assets.com/books/1396977214m/19536001.jpg"
6420,"842361936","Tim LaHaye, Jerry B. Jenkins",2003,"The Rising : Antichrist is Born : Before They Were Left Behind","The Rising: Antichrist is Born  (Before They Were Left Behind, #1)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6421,"375990690","Lauren Kate",2013,"Teardrop","Teardrop (Teardrop, #1)","eng","https://images.gr-assets.com/books/1360596375m/16070143.jpg"
6422,"399156399","Patricia Cornwell",2009,"The Scarpetta Factor ","The Scarpetta Factor (Kay Scarpetta, #17)","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6424,"nan","R.K. Lilley",2013,"nan","Bad Things (Tristan & Danika, #1)","eng","https://images.gr-assets.com/books/1364053596m/17377032.jpg"
6425,"345382846","Sharon Kay Penman",1985,"Here be Dragons","Here be Dragons (Welsh Princes, #1)","eng","https://images.gr-assets.com/books/1448657042m/77449.jpg"
6426,"1400045371","Byron Katie, Stephen Mitchell",2002,"Loving What Is: Four Questions That Can Change Your Life","Loving What Is: Four Questions That Can Change Your Life","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6427,"60521228","Sid Fleischman, Peter Sís",1986,"The Whipping Boy","The Whipping Boy","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6428,"1781106282","J.K. Rowling, MinaLima",2016,"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies","Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents, #1)","eng","https://images.gr-assets.com/books/1471436733m/31538635.jpg"
6429,"448445867","Carolyn Keene",NaN,"Nancy Drew Complete Series Set, Books 1-64","Nancy Drew: #1-64","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6430,"1593080786","George Bernard Shaw, John A. Bertolini",2004,"Pygmalion and Three Other Plays","Pygmalion and Three Other Plays","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6431,"345477367","Drew Karpyshyn",2006,"nan","Path of Destruction (Star Wars: Darth Bane, #1)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
6432,"nan","Elizabeth  Hall",2015,"nan","Miramont's Ghost","en-GB","https://images.gr-assets.com/books/1418787928m/23743603.jpg"
